,LR,LSTM,LSTM_CNN,CHATGPT,LR_residuals,gpt_scores
2022-07-20 23:00:00,0,0,0,0,0.7589055695583085,0.1452331964887959
2022-07-20 23:10:00,0,0,0,0,0.41894677969494154,0.14439346644537576
2022-07-20 23:20:00,0,0,0,0,0.310101069461723,0.139821456161836
2022-07-20 23:30:00,0,0,0,0,0.8368472136664522,0.14659430109145505
2022-07-20 23:40:00,0,0,0,0,0.9013572149335829,0.146031023270892
2022-07-20 23:50:00,0,0,0,0,0.9478056325994828,0.14178243465802032
2022-07-21 00:00:00,0,0,0,0,1.0101070099607767,0.136028509885385
2022-07-21 00:10:00,0,0,0,0,1.122417348648078,0.13433039629520777
2022-07-21 00:20:00,0,0,0,0,1.117167445345757,0.11778600991003241
2022-07-21 00:30:00,0,0,0,0,0.7131578245427406,0.13198702009863222
2022-07-21 00:40:00,0,0,0,0,0.5219717899695979,0.1284041813119952
2022-07-21 00:50:00,0,0,0,0,0.7794025524102963,0.13777059506327816
2022-07-21 01:00:00,0,0,0,0,0.8504520131152589,0.1437135523865848
2022-07-21 01:10:00,0,0,0,0,0.9190799250628032,0.1642715241853363
2022-07-21 01:20:00,0,0,0,0,1.24774922848421,0.1532888547042241
2022-07-21 01:30:00,0,0,0,0,1.2723739730652284,0.1265303627284795
2022-07-21 01:40:00,0,0,0,0,1.6977634627663036,0.13847511937201878
2022-07-21 01:50:00,0,0,0,0,1.6070714743548677,0.13273519739301382
2022-07-21 02:00:00,0,0,0,0,1.4977350890932257,0.13178381294844216
2022-07-21 02:10:00,0,0,0,0,1.56409371184602,0.110292742961073
2022-07-21 02:20:00,0,0,0,0,1.4020084309544742,0.12650500798615733
2022-07-21 02:30:00,0,0,0,0,0.972198852785759,0.1561197320865989
2022-07-21 02:40:00,0,0,0,0,0.578316539371194,0.155947493561523
2022-07-21 02:50:00,0,0,0,0,0.6197143932986009,0.1680264309851346
2022-07-21 03:00:00,0,0,0,0,0.9520535875054748,0.150572743631059
2022-07-21 03:10:00,0,0,0,0,1.0659331701142278,0.15821395055037396
2022-07-21 03:20:00,0,0,0,0,1.0996086246105605,0.1632779533215281
2022-07-21 03:30:00,0,0,0,0,1.295876832704458,0.15270614461625898
2022-07-21 03:40:00,0,0,0,0,1.487602758396008,0.12736781962951882
2022-07-21 03:50:00,0,0,0,0,1.9779900595162445,0.1307622980822013
2022-07-21 04:00:00,0,0,0,0,1.950238821999001,0.13510698128109222
2022-07-21 04:10:00,0,0,0,0,1.8547894775556983,0.12607874900635674
2022-07-21 04:20:00,0,0,0,0,1.706649018161393,0.12850746728350032
2022-07-21 04:30:00,0,0,0,0,1.589305952670884,0.14819430824797536
2022-07-21 04:40:00,0,0,0,0,1.3710838080182484,0.17525909759480107
2022-07-21 04:50:00,0,0,0,0,1.1751252928609972,0.17628516147369483
2022-07-21 05:00:00,0,0,0,0,1.0488012902696866,0.17661526215789403
2022-07-21 05:10:00,0,0,0,0,1.1369878453291449,0.1778769820951288
2022-07-21 05:20:00,0,0,0,0,1.0322272744496743,0.17396239737057873
2022-07-21 05:30:00,0,0,0,0,1.3724923363186505,0.14933604932616856
2022-07-21 05:40:00,0,0,0,0,1.5650146766304474,0.15580117321275838
2022-07-21 05:50:00,0,0,0,0,1.4702549278496804,0.1614184846698103
2022-07-21 06:00:00,0,0,0,0,1.512691743170734,0.14840504485716116
2022-07-21 06:10:00,0,0,0,0,1.419553946971945,0.13484800902933453
2022-07-21 06:20:00,0,0,0,0,1.3018461036023083,0.15797636236125062
2022-07-21 06:30:00,0,0,0,0,1.350064559469466,0.16929091853290024
2022-07-21 06:40:00,0,0,0,0,1.002849053581869,0.17570366872541304
2022-07-21 06:50:00,0,0,0,0,0.9926988262539567,0.16968287937691445
2022-07-21 07:00:00,0,0,0,0,1.1604389640022958,0.17066161496818
2022-07-21 07:10:00,0,0,0,0,1.2741141082851044,0.16784031073618588
2022-07-21 07:20:00,0,0,0,0,1.199481849066359,0.16749633564427474
2022-07-21 07:30:00,0,0,0,0,1.123396762341521,0.15363004154272242
2022-07-21 07:40:00,0,0,0,0,1.1332036073537566,0.13213923216807538
2022-07-21 07:50:00,0,0,0,0,1.2285659579857366,0.14582198331843826
2022-07-21 08:00:00,0,0,0,0,1.3426438158031644,0.1512122379500978
2022-07-21 08:10:00,0,0,0,0,1.3897680165525372,0.13458554830726682
2022-07-21 08:20:00,0,0,0,0,1.1542564797806776,0.13945637767480357
2022-07-21 08:30:00,0,0,0,0,1.0381428065519742,0.13788774413783422
2022-07-21 08:40:00,0,0,0,0,1.1152886931120491,0.14259228198754925
2022-07-21 08:50:00,0,0,0,0,1.146625886944122,0.16735117697592478
2022-07-21 09:00:00,0,0,0,0,1.1969867650024995,0.13346519904149107
2022-07-21 09:10:00,0,0,0,0,,0.03979210981464987
2022-07-21 09:20:00,0,0,0,0,,0.06754850752558239
2022-07-21 09:30:00,0,0,0,0,,0.0674924883173168
2022-07-21 09:40:00,0,0,0,0,,0.07472533911342893
2022-07-21 09:50:00,0,0,0,0,,0.03684372511382894
2022-07-21 10:00:00,0,0,0,0,,0.1314044058488522
2022-07-21 10:10:00,0,0,0,0,,0.09197707328083021
2022-07-21 10:20:00,0,0,0,0,,0.11457645815037071
2022-07-21 10:30:00,0,0,0,0,,0.13047037003511197
2022-07-21 10:40:00,0,0,0,0,,0.14303861565967452
2022-07-21 10:50:00,0,0,0,0,,0.15508930762097728
2022-07-21 11:00:00,0,0,0,0,,0.13810916967086329
2022-07-21 11:10:00,0,0,0,0,,0.11990726297401455
2022-07-21 11:20:00,0,0,0,0,,0.08565588246824496
2022-07-21 11:30:00,0,0,0,0,,0.08721050285090631
2022-07-21 11:40:00,0,0,0,0,,0.07678273208751185
2022-07-21 11:50:00,0,0,0,0,,0.07244043082616769
2022-07-21 12:00:00,0,0,0,0,,0.08349233258542843
2022-07-21 12:10:00,0,0,0,0,,0.04207011305149089
2022-07-21 12:20:00,0,0,0,0,,0.06508918194471036
2022-07-21 12:30:00,0,0,0,0,,0.08346583353054715
2022-07-21 12:40:00,0,0,0,0,,0.08951026136275331
2022-07-21 12:50:00,0,0,0,0,0.20153187541122008,0.07657576805712907
2022-07-21 13:00:00,0,0,0,0,0.3533723528257866,0.07921190564369096
2022-07-21 13:10:00,0,0,0,0,0.564140673323287,0.07109159896724293
2022-07-21 13:20:00,0,0,0,0,0.987725652544718,0.029963993211658213
2022-07-21 13:30:00,0,0,0,0,1.352332279366216,0.13067108433229835
2022-07-21 13:40:00,0,0,0,0,1.1407576447103054,0.09868163036662075
2022-07-21 13:50:00,0,0,0,0,0.5186549765350676,0.017571723976800402
2022-07-21 14:00:00,0,0,0,0,0.5888299421917083,0.12771306139676425
2022-07-21 14:10:00,0,0,0,0,0.14503564232840205,0.13620899912846718
2022-07-21 14:20:00,0,0,0,0,0.17707051542809893,0.11004731576971521
2022-07-21 14:30:00,0,0,0,0,0.5207214131728293,0.1431223360242404
2022-07-21 14:40:00,0,0,0,0,0.5907209791587249,0.15211702197444588
2022-07-21 14:50:00,0,0,0,0,0.5159792976866626,0.16166396522494647
2022-07-21 15:00:00,0,0,0,0,0.08273435401776652,0.1666630095070219
2022-07-21 15:10:00,0,0,0,0,0.3951363250333415,0.17503230802782144
2022-07-21 15:20:00,0,0,0,0,0.701189997440899,0.1646894658189662
2022-07-21 15:30:00,0,0,0,0,0.9841536652774536,0.1625647474573339
2022-07-21 15:40:00,0,0,0,0,1.1727661201950212,0.13273163870262217
2022-07-21 15:50:00,0,0,0,0,0.8341006623636318,0.1283019135024916
2022-07-21 16:00:00,0,0,0,0,0.7396094058108815,0.14927768003504693
2022-07-21 16:10:00,0,0,0,0,0.7493464189561294,0.15200074415136494
2022-07-21 16:20:00,0,0,0,0,0.9003547301245263,0.14085486440605172
2022-07-21 16:30:00,0,0,0,0,1.2467935748077466,0.16831495073044317
2022-07-21 16:40:00,0,0,0,0,1.2038159880576842,0.16976708725209316
2022-07-21 16:50:00,0,0,0,0,1.2128850505637203,0.17425454796043177
2022-07-21 17:00:00,0,0,0,0,1.2144352054007967,0.17510877674718878
2022-07-21 17:10:00,0,0,0,0,1.078606256168051,0.16356688340508568
2022-07-21 17:20:00,0,0,0,0,0.915483952937457,0.15141871899440085
2022-07-21 17:30:00,0,0,0,0,1.0674680834400263,0.15188996669471894
2022-07-21 17:40:00,0,0,0,0,1.2182602481700044,0.1598919570364309
2022-07-21 17:50:00,0,0,0,0,1.5254710474977813,0.1671961266389423
2022-07-21 18:00:00,0,0,0,0,1.8178578954573084,0.16706394556520726
2022-07-21 18:10:00,0,0,0,0,1.8091291384713415,0.14289571217534958
2022-07-21 18:20:00,0,0,0,0,1.806058225377896,0.15597959568216052
2022-07-21 18:30:00,0,0,0,0,1.6662721828706637,0.12998809526994815
2022-07-21 18:40:00,0,0,0,0,1.3803723344269727,0.1389698689192747
2022-07-21 18:50:00,0,0,0,0,1.1675406323554682,0.14542381018201356
2022-07-21 19:00:00,0,0,0,0,1.2319537940356469,0.16850778612301515
2022-07-21 19:10:00,0,0,0,0,1.2446259757738432,0.16179718735529597
2022-07-21 19:20:00,0,0,0,0,1.6722495788494953,0.17885700574220742
2022-07-21 19:30:00,0,0,0,0,1.6160259241395565,0.17868724198838187
2022-07-21 19:40:00,0,0,0,0,1.5966017909577843,0.17338354915724558
2022-07-21 19:50:00,0,0,0,0,1.5565364258723235,0.1633173233927659
2022-07-21 20:00:00,0,0,0,0,1.5510692569815205,0.15209370627326535
2022-07-21 20:10:00,0,0,0,0,1.385439242868074,0.13906972457893835
2022-07-21 20:20:00,0,0,0,0,1.2197568997780905,0.14930427488893466
2022-07-21 20:30:00,0,0,0,0,1.5915180086777099,0.15183848858976073
2022-07-21 20:40:00,0,0,0,0,1.7583134264463567,0.1744752953109962
2022-07-21 20:50:00,0,0,0,0,1.710932186275457,0.1745069635404729
2022-07-21 21:00:00,0,0,0,0,1.7695351412155844,0.13729415813845552
2022-07-21 21:10:00,0,0,0,0,1.726014047077527,0.15065693499631994
2022-07-21 21:20:00,0,0,0,0,1.8713974086615437,0.14294330226639312
2022-07-21 21:30:00,0,0,0,0,1.5750944747602773,0.12952606405102368
2022-07-21 21:40:00,0,0,0,0,1.519471267625356,0.1340220007605874
2022-07-21 21:50:00,0,0,0,0,1.7589984799596081,0.13871061406976126
2022-07-21 22:00:00,0,0,0,0,2.1132915446229674,0.1611778773135893
2022-07-21 22:10:00,0,0,0,0,2.210701095248062,0.15804297451206328
2022-07-21 22:20:00,0,0,0,0,2.0296832031174503,0.15750401174181383
2022-07-21 22:30:00,0,0,0,0,1.904613219594836,0.16391678561967205
2022-07-21 22:40:00,0,0,0,0,1.693789149084452,0.1550966450529367
2022-07-21 22:50:00,0,0,0,0,1.3052273140923631,0.13958829854439198
2022-07-21 23:00:00,0,0,0,0,0.7956686169306124,0.12690180592916322
2022-07-21 23:10:00,0,0,0,0,0.8506880561429,0.1507862200629988
2022-07-21 23:20:00,0,0,0,0,0.9055353431244271,0.13441902045140192
2022-07-21 23:30:00,0,0,0,0,0.9742117795490302,0.16510489910842663
2022-07-21 23:40:00,0,0,0,0,0.9559729158979806,0.16545369224635237
2022-07-21 23:50:00,0,0,0,0,1.0085660706191106,0.16871241333123327
2022-07-22 00:00:00,0,0,0,0,0.8411127227453008,0.17523420247619043
2022-07-22 00:10:00,0,0,0,0,0.8036872013691436,0.16764980977922406
2022-07-22 00:20:00,0,0,0,0,0.6072939223816434,0.13787006743361796
2022-07-22 00:30:00,0,0,0,0,0.5131728553119217,0.1439482917835318
2022-07-22 00:40:00,0,0,0,0,0.5431966253872673,0.1499888420172769
2022-07-22 00:50:00,0,0,0,0,0.652353510729732,0.14202978954462997
2022-07-22 01:00:00,0,0,0,0,0.7525362128637667,0.15989948729486247
2022-07-22 01:10:00,0,0,0,0,0.720321931072526,0.17786006723813275
2022-07-22 01:20:00,0,0,0,0,0.3612598269839964,0.1632735914667069
2022-07-22 01:30:00,0,0,0,0,0.160564059446493,0.16066825814000663
2022-07-22 01:40:00,0,0,0,0,0.07245462969678584,0.1706289645256855
2022-07-22 01:50:00,0,0,0,0,0.07861187160175831,0.14506045302660064
2022-07-22 02:00:00,0,0,0,0,0.07667488982186654,0.12049256352620147
2022-07-22 02:10:00,0,0,0,0,0.027061894639501816,0.10392591074008134
2022-07-22 02:20:00,0,0,0,0,0.2395379361901746,0.14870378953145447
2022-07-22 02:30:00,0,0,0,0,0.35741510078985783,0.15627135120078728
2022-07-22 02:40:00,0,0,0,0,0.3311196599077135,0.1313788358693675
2022-07-22 02:50:00,0,0,0,0,0.22724903744859404,0.16156752543049174
2022-07-22 03:00:00,0,0,0,0,0.41562705931498556,0.16831178815237008
2022-07-22 03:10:00,0,0,0,0,0.4950091684796334,0.17951912673958115
2022-07-22 03:20:00,0,0,0,0,0.3592920973820881,0.1724255789563891
2022-07-22 03:30:00,0,0,0,0,0.28137348726701106,0.16357650446256972
2022-07-22 03:40:00,0,0,0,0,0.17074743520006308,0.13887287096325923
2022-07-22 03:50:00,0,0,0,0,0.09253823514989534,0.14609424491155826
2022-07-22 04:00:00,0,0,0,0,0.13302714336213484,0.13709882783860206
2022-07-22 04:10:00,0,0,0,0,0.18323938268020612,0.14021753782474455
2022-07-22 04:20:00,0,0,0,0,0.20018087248143956,0.164018276864849
2022-07-22 04:30:00,0,0,0,0,0.39963990824919193,0.1754559321788936
2022-07-22 04:40:00,0,0,0,0,0.28951107916006436,0.1649158872002237
2022-07-22 04:50:00,0,0,0,0,0.11368110242901253,0.17413509525193427
2022-07-22 05:00:00,0,0,0,0,0.08407446294011578,0.1742793481393563
2022-07-22 05:10:00,0,0,0,0,0.2456952947572617,0.1445444949350444
2022-07-22 05:20:00,0,0,0,0,0.20172914777645445,0.13771510235830564
2022-07-22 05:30:00,0,0,0,0,0.1738963984789379,0.14967549896468135
2022-07-22 05:40:00,0,0,0,0,0.07828013484635932,0.1405530626619731
2022-07-22 05:50:00,0,0,0,0,0.09193660678725024,0.14336271302472575
2022-07-22 06:00:00,0,0,0,0,0.41572788917090975,0.1744958387326742
2022-07-22 06:10:00,0,0,0,0,0.6037131480971425,0.1734279323389385
2022-07-22 06:20:00,0,0,0,0,0.6482739870674052,0.16644199041141583
2022-07-22 06:30:00,0,0,0,0,0.507940295671574,0.1699147104937892
2022-07-22 06:40:00,0,0,0,0,0.8501490648416379,0.15651294736197313
2022-07-22 06:50:00,0,0,0,0,0.7966875656037757,0.12917409003621716
2022-07-22 07:00:00,0,0,0,0,0.7674598627869926,0.12491857922201666
2022-07-22 07:10:00,0,0,0,0,1.063218936743482,0.12796256293561115
2022-07-22 07:20:00,0,0,0,0,1.5520718081512896,0.15686749557607554
2022-07-22 07:30:00,0,0,0,0,1.658719973281194,0.17072778634665975
2022-07-22 07:40:00,0,0,0,0,1.5260129511599132,0.17986931115292987
2022-07-22 07:50:00,0,0,0,0,1.4944427910254205,0.17321470587940008
2022-07-22 08:00:00,0,0,0,0,1.4904817042082144,0.16699937997193398
2022-07-22 08:10:00,0,0,0,0,1.4465520493152226,0.16845773594975166
2022-07-22 08:20:00,0,0,0,0,1.1488173693160775,0.13990242048072737
2022-07-22 08:30:00,0,0,0,0,0.8941365349551802,0.13453782372261325
2022-07-22 08:40:00,0,0,0,0,0.8214060529925149,0.1452760630555192
2022-07-22 08:50:00,0,0,0,0,1.162584520475754,0.15184793693653764
2022-07-22 09:00:00,0,0,0,0,1.2512557074908344,0.16928404728201524
2022-07-22 09:10:00,0,0,0,0,1.2138175173463566,0.18439161518362668
2022-07-22 09:20:00,0,0,0,0,1.3026167681100205,0.17257270501788396
2022-07-22 09:30:00,0,0,0,0,1.2920021380263336,0.16993883429805834
2022-07-22 09:40:00,0,0,0,0,1.1757601450914947,0.1583477618139415
2022-07-22 09:50:00,0,0,0,0,1.031918772906046,0.1415430197729779
2022-07-22 10:00:00,0,0,0,0,1.024884715061738,0.14732140462888788
2022-07-22 10:10:00,0,0,0,0,1.2048881550467456,0.13226109773248784
2022-07-22 10:20:00,0,0,0,0,1.028792548574323,0.1554513650082764
2022-07-22 10:30:00,0,0,0,0,0.8434340164989393,0.16676548153311804
2022-07-22 10:40:00,0,0,0,0,0.6837355270247585,0.17194155041856596
2022-07-22 10:50:00,0,0,0,0,0.6183533766272191,0.1617440863292265
2022-07-22 11:00:00,0,0,0,0,0.5825134354948531,0.15444045485249097
2022-07-22 11:10:00,0,0,0,0,0.5062020291646405,0.16412616983544454
2022-07-22 11:20:00,0,0,0,0,0.3535525932976711,0.12253060523120024
2022-07-22 11:30:00,0,0,0,0,0.5949387698407307,0.16719600278229374
2022-07-22 11:40:00,0,0,0,0,0.6305924694456664,0.11157734661098934
2022-07-22 11:50:00,0,0,0,0,0.8527382988731063,0.0023747631972727
2022-07-22 12:00:00,0,0,0,0,0.5502745577041139,0.06404408079937063
2022-07-22 12:10:00,0,0,0,0,0.3361470968164113,0.1466698426687253
2022-07-22 12:20:00,0,0,0,0,0.5710532233817389,0.13257985245976844
2022-07-22 12:30:00,0,0,0,0,0.811967932005679,0.1507060892769745
2022-07-22 12:40:00,0,0,0,0,1.0054926108554483,0.14852462222908996
2022-07-22 12:50:00,0,0,0,0,1.012170089149727,0.15651913644989873
2022-07-22 13:00:00,0,0,0,0,0.8265438161857901,0.1326135259268087
2022-07-22 13:10:00,0,0,0,0,0.9198997238471378,0.15259945246204182
2022-07-22 13:20:00,0,0,0,0,0.8423159966700382,0.12844508245739222
2022-07-22 13:30:00,0,0,0,0,0.994865894162146,0.1474392946601103
2022-07-22 13:40:00,0,0,0,0,1.2549621399390531,0.17530711003550142
2022-07-22 13:50:00,0,0,0,0,1.3578732422403519,0.15792321908966783
2022-07-22 14:00:00,0,0,0,0,1.419263778725167,0.16195601416471184
2022-07-22 14:10:00,0,0,0,0,1.5231027413554656,0.05346383188415238
2022-07-22 14:20:00,0,0,0,0,1.4320797411215764,0.12234739755351082
2022-07-22 14:30:00,0,0,0,0,1.314342772699412,0.13264982707890627
2022-07-22 14:40:00,0,0,0,0,1.1890782760357723,0.13889218809211928
2022-07-22 14:50:00,0,0,0,0,1.5064223045709895,0.14731326291401625
2022-07-22 15:00:00,0,0,0,0,1.9510713803737119,0.1369552162669484
2022-07-22 15:10:00,0,0,0,0,2.169635856670652,0.1376199585648375
2022-07-22 15:20:00,0,0,0,0,2.156192972635914,0.12905935812299696
2022-07-22 15:30:00,0,0,0,0,2.0223375349408244,0.13830831125911158
2022-07-22 15:40:00,0,0,0,0,1.5155258583934028,0.12600803993273396
2022-07-22 15:50:00,0,0,0,0,1.3476978699643567,0.1120029391735397
2022-07-22 16:00:00,0,0,0,0,1.5318909819632083,0.11166607051760902
2022-07-22 16:10:00,0,0,0,0,1.4611402565337315,0.12724848472446676
2022-07-22 16:20:00,0,0,0,0,1.592757282184344,0.15017176814275168
2022-07-22 16:30:00,0,0,0,0,1.5766984525863137,0.17302853584306688
2022-07-22 16:40:00,0,0,0,0,1.4751272745421105,0.16364605452044828
2022-07-22 16:50:00,0,0,0,0,1.7084354284972392,0.17892495571216754
2022-07-22 17:00:00,0,0,0,0,1.7207003797431213,0.16799742494843473
2022-07-22 17:10:00,0,0,0,0,1.586333717202784,0.15115575075804943
2022-07-22 17:20:00,0,0,0,0,1.4841511850895373,0.13391879318059374
2022-07-22 17:30:00,0,0,0,0,1.4028512828440043,0.11117321517037837
2022-07-22 17:40:00,0,0,0,0,1.27458698800951,0.14164719537958215
2022-07-22 17:50:00,0,0,0,0,1.1760696863693383,0.16475522708260243
2022-07-22 18:00:00,0,0,0,0,0.9092245903337712,0.12500268708630485
2022-07-22 18:10:00,0,0,0,0,1.0055809042288502,0.15058632192617777
2022-07-22 18:20:00,0,0,0,0,1.122982135332471,0.15379290122921407
2022-07-22 18:30:00,0,0,0,0,1.199336827936854,0.15081926367750892
2022-07-22 18:40:00,0,0,0,0,1.2662705351794656,0.1543330622061056
2022-07-22 18:50:00,0,0,0,0,0.9797941493058246,0.15982813556794107
2022-07-22 19:00:00,0,0,0,0,0.7660863301129339,0.14661251580991208
2022-07-22 19:10:00,0,0,0,0,0.5204572685499471,0.146479713126638
2022-07-22 19:20:00,0,0,0,0,0.5047001017451933,0.1625975188047955
2022-07-22 19:30:00,0,0,0,0,0.4829308564484336,0.1456467548257121
2022-07-22 19:40:00,0,0,0,0,0.626385257931922,0.15481689408193128
2022-07-22 19:50:00,0,0,0,0,0.6967878543550015,0.11783135349314716
2022-07-22 20:00:00,0,0,0,0,0.8123798051339648,0.13331379879254834
2022-07-22 20:10:00,0,0,0,0,0.9000108457526679,0.13308081064169613
2022-07-22 20:20:00,0,0,0,0,1.0823292382308551,0.031082668940129343
2022-07-22 20:30:00,0,0,0,0,0.7844145302140859,0.14776805206416993
2022-07-22 20:40:00,0,0,0,0,0.7929501466507318,0.14491528106775403
2022-07-22 20:50:00,0,0,0,0,0.5546446938597498,0.12479721114830983
2022-07-22 21:00:00,0,0,0,0,0.3690287249277091,0.055115984792827644
2022-07-22 21:10:00,0,0,0,0,0.4591825889719132,0.0722220735346134
2022-07-22 21:20:00,0,0,0,0,0.30792644421092774,0.07919240990465837
2022-07-22 21:30:00,0,0,0,0,0.06961311722705688,0.10021085333314167
2022-07-22 21:40:00,0,0,0,0,0.09479030886985385,0.16505441803817633
2022-07-22 21:50:00,0,0,0,0,0.3006087149672041,0.16849995635724313
2022-07-22 22:00:00,0,0,0,0,0.38668053630423316,0.17942119844399418
2022-07-22 22:10:00,0,0,0,0,0.29579919164441293,0.17624777725218144
2022-07-22 22:20:00,0,0,0,0,0.2572468438219815,0.17276668908294324
2022-07-22 22:30:00,0,0,0,0,0.13853713604819262,0.16693159128648288
2022-07-22 22:40:00,0,0,0,0,0.2347659925207921,0.1490044721430283
2022-07-22 22:50:00,0,0,0,0,0.02109819284057579,0.12845460497695804
2022-07-22 23:00:00,0,0,0,0,0.05803492265332011,0.1383045898108356
2022-07-22 23:10:00,0,0,0,0,0.13141618678252343,0.150565624352957
2022-07-22 23:20:00,0,0,0,0,0.191382644417466,0.14648840842312372
2022-07-22 23:30:00,0,0,0,0,0.4580297306197991,0.17759762540879115
2022-07-22 23:40:00,0,0,0,0,0.41540718793593356,0.1804694447481089
2022-07-22 23:50:00,0,0,0,0,0.3192709333023487,0.17922866832202167
2022-07-23 00:00:00,0,0,0,0,0.21679747264968796,0.17207612789013416
2022-07-23 00:10:00,0,0,0,0,0.2073472145064983,0.16541353670056969
2022-07-23 00:20:00,0,0,0,0,0.17917660180670225,0.1465168703345271
2022-07-23 00:30:00,0,0,0,0,0.04542828268664323,0.1376291258638382
2022-07-23 00:40:00,0,0,0,0,0.19527076579036162,0.1313152798889189
2022-07-23 00:50:00,0,0,0,0,0.14748752631576423,0.14256012988230676
2022-07-23 01:00:00,0,0,0,0,0.4194624085613512,0.1533395379654191
2022-07-23 01:10:00,0,0,0,0,0.8324358191410113,0.15112071122595994
2022-07-23 01:20:00,0,0,0,0,1.24631446147108,0.1588071195596097
2022-07-23 01:30:00,0,0,0,0,1.3513624523053949,0.16570587879639892
2022-07-23 01:40:00,0,0,0,0,1.3047692850395123,0.17744060166772474
2022-07-23 01:50:00,0,0,0,0,1.2810113744936942,0.15880352255165614
2022-07-23 02:00:00,0,0,0,0,1.1867127579662125,0.1428171855713662
2022-07-23 02:10:00,0,0,0,0,0.8641645918192467,0.12733840453255918
2022-07-23 02:20:00,0,0,0,0,0.4237250035936171,0.10359497928420225
2022-07-23 02:30:00,0,0,0,0,0.2977101638934272,0.13263872003577032
2022-07-23 02:40:00,0,0,0,0,0.3978440500150029,0.14630633821406896
2022-07-23 02:50:00,0,0,0,0,0.40921073055768176,0.131180192383274
2022-07-23 03:00:00,0,0,0,0,0.5681191155886509,0.16234587146470308
2022-07-23 03:10:00,0,0,0,0,0.5470544864768385,0.16748453233447375
2022-07-23 03:20:00,0,0,0,0,0.6356347581401494,0.16944216112712263
2022-07-23 03:30:00,0,0,0,0,0.4708107086180391,0.15440376128710426
2022-07-23 03:40:00,0,0,0,0,0.3070038183432544,0.13533271847339273
2022-07-23 03:50:00,0,0,0,0,0.22954199671871578,0.1416981023200926
2022-07-23 04:00:00,0,0,0,0,0.05365332410620027,0.09810192770287379
2022-07-23 04:10:00,0,0,0,0,0.16970152809091843,0.10930579653605182
2022-07-23 04:20:00,0,0,0,0,0.33315063594483973,0.11161285883305744
2022-07-23 04:30:00,0,0,0,0,0.30438109440054717,0.10302589125050754
2022-07-23 04:40:00,0,0,0,0,0.10093648491418605,0.12334912222134398
